jurisd_local_id,parent_abbrev,abbrev,name,lexlabel
4115358,PR,MWR,Maripá,maripa
4115408,PR,MLE,Marmeleiro,marmeleiro
4115457,PR,,Marquinho,marquinho
4115507,PR,MRB,Marumbi,marumbi
4115606,PR,MTD,Matelândia,matelandia
4115705,PR,MOS,Matinhos,matinhos
4115739,PR,,Mato Rico,mato.rico
4115754,PR,MQS,Mauá da Serra,maua.serra
4115804,PR,MDN,Medianeira,medianeira
4115853,PR,MCK,Mercedes,mercedes
4115903,PR,MYR,Mirador,mirador
4116000,PR,MIV,Miraselva,miraselva
4116059,PR,MLW,Missal,missal
4116109,PR,MSL,Moreira Sales,moreira.sales
4116208,PR,MES,Morretes,morretes
4116307,PR,MHZ,Munhoz de Melo,munhoz.melo
4116406,PR,NSG,Nossa Senhora das Graças,nossa.senhora.gracas
4116505,PR,NIV,Nova Aliança do Ivaí,nova.alianca.ivai
4116604,PR,NMD,Nova América da Colina,nova.america.colina
4116703,PR,NAA,Nova Aurora,nova.aurora
4116802,PR,NVU,Nova Cantu,nova.cantu
4116901,PR,NEA,Nova Esperança,nova.esperanca
4116950,PR,NED,Nova Esperança do Sudoeste,nova.esperanca.sudoeste
4117008,PR,NFA,Nova Fátima,nova.fatima
4117057,PR,NLJ,Nova Laranjeiras,nova.laranjeiras
4117107,PR,NLD,Nova Londrina,nova.londrina
4117206,PR,NLM,Nova Olímpia,nova.olimpia
4117214,PR,NSB,Nova Santa Bárbara,nova.santa.barbara
4117222,PR,NSR,Nova Santa Rosa,nova.santa.rosa
4117255,PR,NPI,Nova Prata do Iguaçu,nova.prata.iguacu
4117271,PR,NTS,Nova Tebas,nova.tebas
4117297,PR,NIT,Novo Itacolomi,novo.itacolomi
4117305,PR,ORG,Ortigueira,ortigueira
4117404,PR,OUZ,Ourizona,ourizona
4117453,PR,OVO,Ouro Verde do Oeste,ouro.verde.oeste
4117503,PR,PNU,Paiçandu,paicandu
4117602,PR,PLM,Palmas,palmas
4117701,PR,PEI,Palmeira,palmeira
4117800,PR,PML,Palmital,palmital
4117909,PR,POT,Palotina,palotina
4118006,PR,PIO,Paraíso do Norte,paraiso.norte
4118105,PR,PIY,Paranacity,paranacity
4118204,PR,PNG,Paranaguá,paranagua
4118303,PR,PPX,Paranapoema,paranapoema
4118402,PR,PVA,Paranavaí,paranavai
4118451,PR,PBX,Pato Bragado,pato.bragado
4118501,PR,PBC,Pato Branco,pato.branco
4118600,PR,PUF,Paula Freitas,paula.freitas
4118709,PR,PLF,Paulo Frontin,paulo.frontin
4118808,PR,PBR,Peabiru,peabiru
4118857,PR,,Perobal,perobal
4118907,PR,PRA,Pérola,perola
4119004,PR,,Pérola d'Oeste,perola.oeste
4119103,PR,PYE,Piên,pien
4119152,PR,,Pinhais,pinhais
4119202,PR,PHL,Pinhalão,pinhalao
4119251,PR,PBT,Pinhal de São Bento,pinhal.sao.bento
4119301,PR,PHO,Pinhão,pinhao
4119400,PR,PIS,Piraí do Sul,pirai.sul
4119509,PR,PQA,Piraquara,piraquara
4119608,PR,PIG,Pitanga,pitanga
4119657,PR,,Pitangueiras,pitangueiras
4119707,PR,PLD,Planaltina do Paraná,planaltina.parana
4119806,PR,PNT,Planalto,planalto
4119905,PR,PGO,Ponta Grossa,ponta.grossa
4119954,PR,,Pontal do Paraná,pontal.parana
4120002,PR,PRU,Porecatu,porecatu
4120101,PR,PZS,Porto Amazonas,porto.amazonas
4120150,PR,,Porto Barreiro,porto.barreiro
4120200,PR,PRY,Porto Rico,porto.rico
4120309,PR,PRV,Porto Vitória,porto.vitoria
4120333,PR,PFI,Prado Ferreira,prado.ferreira
4120358,PR,PHA,Pranchita,pranchita
4120408,PR,PLB,Presidente Castelo Branco,presidente.castelo.branco
4120507,PR,POM,Primeiro de Maio,primeiro.maio
4120606,PR,PDT,Prudentópolis,prudentopolis
4120655,PR,,Quarto Centenário,quarto.centenario
4120705,PR,QTG,Quatiguá,quatigua
4120804,PR,QBS,Quatro Barras,quatro.barras
4120853,PR,QTP,Quatro Pontes,quatro.pontes
4120903,PR,QIG,Quedas do Iguaçu,quedas.iguacu
4121000,PR,QNE,Querência do Norte,querencia.norte
4121109,PR,QNL,Quinta do Sol,quinta.sol
4121208,PR,QDN,Quitandinha,quitandinha
4121257,PR,,Ramilândia,ramilandia
4121307,PR,RHG,Rancho Alegre,rancho.alegre
4121356,PR,,Rancho Alegre D'Oeste,rancho.alegre.oeste
4121406,PR,RLZ,Realeza,realeza
4121505,PR,REB,Rebouças,reboucas
4121604,PR,RNN,Renascença,renascenca
4121703,PR,RRV,Reserva,reserva
4121752,PR,,Reserva do Iguaçu,reserva.iguacu
4121802,PR,RBC,Ribeirão Claro,ribeirao.claro
4121901,PR,RHL,Ribeirão do Pinhal,ribeirao.pinhal
4122008,PR,RZL,Rio Azul,rio.azul
4122107,PR,RBM,Rio Bom,rio.bom
4122156,PR,RBN,Rio Bonito do Iguaçu,rio.bonito.iguacu
4122172,PR,RBI,Rio Branco do Ivaí,rio.branco.ivai
4122206,PR,RBL,Rio Branco do Sul,rio.branco.sul
4122305,PR,RON,Rio Negro,rio.negro
4122404,PR,RLA,Rolândia,rolandia
4122503,PR,ROO,Roncador,roncador
4122602,PR,RDN,Rondon,rondon
4122651,PR,RSO,Rosário do Ivaí,rosario.ivai
4122701,PR,SDY,Sabáudia,sabaudia
4122800,PR,SLF,Salgado Filho,salgado.filho
4122909,PR,SLT,Salto do Itararé,salto.itarare
4123006,PR,STL,Salto do Lontra,salto.lontra
4123105,PR,,Santa Amélia,santa.amelia
4123204,PR,SCE,Santa Cecília do Pavão,santa.cecilia.pavao
4123303,PR,SZO,Santa Cruz de Monte Castelo,santa.cruz.monte.castelo
4123402,PR,STF,Santa Fé,santa.fe
4123501,PR,SHA,Santa Helena,santa.helena
4123600,PR,SKI,Santa Inês,santa.ines
4123709,PR,SNV,Santa Isabel do Ivaí,santa.isabel.ivai
4123808,PR,SZE,Santa Izabel do Oeste,santa.izabel.oeste
4123824,PR,SQL,Santa Lúcia,santa.lucia
4123857,PR,SFF,Santa Maria do Oeste,santa.maria.oeste
4123907,PR,SNM,Santa Mariana,santa.mariana
4123956,PR,SWQ,Santa Mônica,santa.monica
4124004,PR,SOX,Santana do Itararé,santana.itarare
4124020,PR,SQO,Santa Tereza do Oeste,santa.tereza.oeste
4124053,PR,SHW,Santa Terezinha de Itaipu,santa.terezinha.itaipu
4124103,PR,SNP,Santo Antônio da Platina,santo.antonio.platina
4124202,PR,SIO,Santo Antônio do Caiuá,santo.antonio.caiua
4124301,PR,SAK,Santo Antônio do Paraíso,santo.antonio.paraiso
4124400,PR,SSU,Santo Antônio do Sudoeste,santo.antonio.sudoeste
4124509,PR,SIY,Santo Inácio,santo.inacio
4124608,PR,SCD,São Carlos do Ivaí,sao.carlos.ivai
4124707,PR,SEN,São Jerônimo da Serra,sao.jeronimo.serra
4124806,PR,SJX,São João,sao.joao
4124905,PR,SCA,São João do Caiuá,sao.joao.caiua
4125001,PR,SJI,São João do Ivaí,sao.joao.ivai
4125100,PR,SIF,São João do Triunfo,sao.joao.triunfo
4125209,PR,,São Jorge d'Oeste,sao.jorge.oeste
4125308,PR,SED,São Jorge do Ivaí,sao.jorge.ivai
4125357,PR,SJZ,São Jorge do Patrocínio,sao.jorge.patrocinio
4125407,PR,SVY,São José da Boa Vista,sao.jose.boa.vista
4125456,PR,SKY,São José das Palmeiras,sao.jose.palmeiras
4125506,PR,SJP,São José dos Pinhais,sao.jose.pinhais
4125555,PR,SWF,São Manoel do Paraná,sao.manoel.parana
4125605,PR,SSL,São Mateus do Sul,sao.mateus.sul
4125704,PR,SLI,São Miguel do Iguaçu,sao.miguel.iguacu
4125753,PR,SPJ,São Pedro do Iguaçu,sao.pedro.iguacu
4125803,PR,SVI,São Pedro do Ivaí,sao.pedro.ivai
4125902,PR,SXD,São Pedro do Paraná,sao.pedro.parana
4126009,PR,SAY,São Sebastião da Amoreira,sao.sebastiao.amoreira
4126108,PR,STX,São Tomé,sao.tome
4126207,PR,SPE,Sapopema,sapopema
4126256,PR,SWW,Sarandi,sarandi
4126272,PR,,Saudade do Iguaçu,saudade.iguacu
4126306,PR,SGX,Sengés,senges
4126355,PR,,Serranópolis do Iguaçu,serranopolis.iguacu
4126405,PR,SRJ,Sertaneja,sertaneja
4126504,PR,SOS,Sertanópolis,sertanopolis
4126603,PR,SQC,Siqueira Campos,siqueira.campos
4126652,PR,SIX,Sulina,sulina
4126678,PR,,Tamarana,tamarana
4126702,PR,TMO,Tamboara,tamboara
4126801,PR,TJA,Tapejara,tapejara
4126900,PR,TPR,Tapira,tapira
4127007,PR,TXR,Teixeira Soares,teixeira.soares
4127106,PR,TEB,Telêmaco Borba,telemaco.borba
4127205,PR,TEO,Terra Boa,terra.boa
4127304,PR,TRA,Terra Rica,terra.rica
4127403,PR,TRX,Terra Roxa,terra.roxa
4127502,PR,TBG,Tibagi,tibagi
4127601,PR,TJS,Tijucas do Sul,tijucas.sul
4127700,PR,TOO,Toledo,toledo
4127809,PR,TMZ,Tomazina,tomazina
4127858,PR,TSR,Três Barras do Paraná,tres.barras.parana
4127882,PR,TKN,Tunas do Paraná,tunas.parana
4127908,PR,TNO,Tuneiras do Oeste,tuneiras.oeste
4127957,PR,TAS,Tupãssi,tupassi
4127965,PR,TUO,Turvo,turvo
4128005,PR,UTA,Ubiratã,ubirata
4128104,PR,UMR,Umuarama,umuarama
4128203,PR,UVA,União da Vitória,uniao.vitoria
4128302,PR,UFR,Uniflor,uniflor
4128401,PR,URI,Uraí,urai
4128500,PR,WBZ,Wenceslau Braz,wenceslau.braz
4128534,PR,VTN,Ventania,ventania
4128559,PR,VCO,Vera Cruz do Oeste,vera.cruz.oeste
4128609,PR,VRE,Verê,vere
4128625,PR,,Alto Paraíso,alto.paraiso
4128633,PR,,Doutor Ulysses,doutor.ulysses
4128658,PR,VRN,Virmond,virmond
4128708,PR,VTO,Vitorino,vitorino
4128807,PR,XMB,Xambrê,xambre
4200051,SC,ANB,Abdon Batista,abdon.batista
4200101,SC,ADZ,Abelardo Luz,abelardo.luz
4200200,SC,ALY,Agrolândia,agrolandia
4200309,SC,AOC,Agronômica,agronomica
4200408,SC,ACE,Água Doce,agua.doce
4200507,SC,ACH,Águas de Chapecó,aguas.chapeco
4200556,SC,,Águas Frias,aguas.frias
4200606,SC,AMY,Águas Mornas,aguas.mornas
4200705,SC,AWR,Alfredo Wagner,alfredo.wagner
4200754,SC,,Alto Bela Vista,alto.bela.vista
4200804,SC,AHT,Anchieta,anchieta
4200903,SC,ALW,Angelina,angelina
4201000,SC,AGD,Anita Garibaldi,anita.garibaldi
4201109,SC,AIP,Anitápolis,anitapolis
4201208,SC,AIC,Antônio Carlos,antonio.carlos
4201257,SC,APK,Apiúna,apiuna
4201273,SC,,Arabutã,arabuta
4201307,SC,AQI,Araquari,araquari
4201406,SC,ARU,Araranguá,ararangua
4201505,SC,AZM,Armazém,armazem
4201604,SC,ATR,Arroio Trinta,arroio.trinta
4201653,SC,,Arvoredo,arvoredo
4201703,SC,ASC,Ascurra,ascurra
4201802,SC,ATX,Atalanta,atalanta
4201901,SC,AUK,Aurora,aurora
4201950,SC,,Balneário Arroio do Silva,balneario.arroio.silva
4202008,SC,BCU,Balneário Camboriú,balneario.camboriu
4202057,SC,,Balneário Barra do Sul,balneario.barra.sul
4202073,SC,,Balneário Gaivota,balneario.gaivota
4202081,SC,,Bandeirante,bandeirante
4202099,SC,,Barra Bonita,barra.bonita
4202107,SC,BVH,Barra Velha,barra.velha
4202131,SC,,Bela Vista do Toldo,bela.vista.toldo
4202156,SC,,Belmonte,belmonte
4202206,SC,BNV,Benedito Novo,benedito.novo
4202305,SC,BGC,Biguaçu,biguacu
4202404,SC,BNU,Blumenau,blumenau
4202438,SC,,Bocaina do Sul,bocaina.sul
4202453,SC,,Bombinhas,bombinhas
4202503,SC,BOR,Bom Jardim da Serra,bom.jardim.serra
4202537,SC,,Bom Jesus,bom.jesus
4202578,SC,,Bom Jesus do Oeste,bom.jesus.oeste
4202602,SC,BMR,Bom Retiro,bom.retiro
4202701,SC,BVR,Botuverá,botuvera
4202800,SC,BON,Braço do Norte,braco.norte
4202859,SC,,Braço do Trombudo,braco.trombudo
4202875,SC,,Brunópolis,brunopolis
4202909,SC,BQE,Brusque,brusque
4203006,SC,CDR,Caçador,cacador
4203105,SC,CWB,Caibi,caibi
4203154,SC,,Calmon,calmon
4203204,SC,CBW,Camboriú,camboriu
4203253,SC,,Capão Alto,capao.alto
4203303,SC,CLE,Campo Alegre,campo.alegre
4203402,SC,CBK,Campo Belo do Sul,campo.belo.sul
4203501,SC,CEW,Campo Erê,campo.ere
4203600,SC,CNV,Campos Novos,campos.novos
4203709,SC,CEH,Canelinha,canelinha
4203808,SC,CNI,Canoinhas,canoinhas
4203907,SC,,Capinzal,capinzal
4203956,SC,,Capivari de Baixo,capivari.baixo
4204004,SC,CTV,Catanduvas,catanduvas
4204103,SC,CXB,Caxambu do Sul,caxambu.sul
4204152,SC,CRQ,Celso Ramos,celso.ramos
4204178,SC,,Cerro Negro,cerro.negro
4204194,SC,,Chapadão do Lageado,chapadao.lageado
4204202,SC,CCO,Chapecó,chapeco
4204251,SC,,Cocal do Sul,cocal.sul
4204301,SC,CDA,Concórdia,concordia
4204350,SC,,Cordilheira Alta,cordilheira.alta
4204400,SC,CLF,Coronel Freitas,coronel.freitas
4204459,SC,,Coronel Martins,coronel.martins
4204509,SC,COU,Corupá,corupa
4204558,SC,KPO,Correia Pinto,correia.pinto
4204608,SC,CUA,Criciúma,criciuma
4204707,SC,CNP,Cunha Porã,cunha.pora
4204756,SC,,Cunhataí,cunhatai
4204806,SC,CBS,Curitibanos,curitibanos
4204905,SC,DCS,Descanso,descanso
4205001,SC,DCQ,Dionísio Cerqueira,dionisio.cerqueira
4205100,SC,DNM,Dona Emma,dona.emma
4205159,SC,DPN,Doutor Pedrinho,doutor.pedrinho
4205175,SC,,Entre Rios,entre.rios
4205191,SC,,Ermo,ermo
4205209,SC,EVV,Erval Velho,erval.velho
4205308,SC,FHS,Faxinal dos Guedes,faxinal.guedes
4205357,SC,,Flor do Sertão,flor.sertao
4205407,SC,FNS,Florianópolis,florianopolis
4205431,SC,,Formosa do Sul,formosa.sul
4205456,SC,FQA,Forquilhinha,forquilhinha
4205506,SC,FGO,Fraiburgo,fraiburgo
4205555,SC,,Frei Rogério,frei.rogerio
4205605,SC,GLV,Galvão,galvao
4205704,SC,GRB,Garopaba,garopaba
4205803,SC,GRV,Garuva,garuva
4205902,SC,GPR,Gaspar,gaspar
4206009,SC,GCS,Governador Celso Ramos,governador.celso.ramos
4206108,SC,GOR,Grão Pará,grao.para
4206207,SC,GAV,Gravatal,gravatal
4206306,SC,GBR,Guabiruba,guabiruba
4206405,SC,GAB,Guaraciaba,guaraciaba
4206504,SC,GMM,Guaramirim,guaramirim
4206603,SC,GJS,Guarujá do Sul,guaruja.sul
4206652,SC,,Guatambú,guatambu
4206702,SC,,Herval d'Oeste,herval.oeste
4206751,SC,,Ibiam,ibiam
4206801,SC,IEK,Ibicaré,ibicare
4206900,SC,IIR,Ibirama,ibirama
4207007,SC,YCA,Içara,icara
4207106,SC,ILO,Ilhota,ilhota
4207205,SC,IRU,Imaruí,imarui
4207304,SC,IMA,Imbituba,imbituba
4207403,SC,IMU,Imbuia,imbuia
4207502,SC,IDL,Indaial,indaial
4207577,SC,,Iomerê,iomere
4207601,SC,IPK,Ipira,ipira
4207650,SC,IPT,Iporã do Oeste,ipora.oeste
4207684,SC,,Ipuaçu,ipuacu
4207700,SC,IMK,Ipumirim,ipumirim
4207759,SC,IRH,Iraceminha,iraceminha
4207809,SC,IXI,Irani,irani
4207858,SC,,Irati,irati
4207908,SC,IES,Irineópolis,irineopolis
4208005,SC,IXA,Itá,ita
4208104,SC,ILS,Itaiópolis,itaiopolis
4208203,SC,IAI,Itajaí,itajai
4208302,SC,IEA,Itapema,itapema
4208401,SC,IPX,Itapiranga,itapiranga
4208450,SC,ITH,Itapoá,itapoa
4208500,SC,IUP,Ituporanga,ituporanga
4208609,SC,JOR,Jaborá,jabora
4208708,SC,JCH,Jacinto Machado,jacinto.machado
4208807,SC,JUU,Jaguaruna,jaguaruna
4208906,SC,JGS,Jaraguá do Sul,jaragua.sul
4208955,SC,,Jardinópolis,jardinopolis
4209003,SC,JCA,Joaçaba,joacaba
4209102,SC,JVE,Joinville,joinville
4209151,SC,JBX,José Boiteux,jose.boiteux
4209177,SC,,Jupiá,jupia
4209201,SC,LDP,Lacerdópolis,lacerdopolis
4209300,SC,LGS,Lages,lages
4209409,SC,LGA,Laguna,laguna
4209458,SC,,Lajeado Grande,lajeado.grande
4209508,SC,LAU,Laurentino,laurentino
4209607,SC,LML,Lauro Müller,lauro.muller
4209706,SC,LNG,Lebon Régis,lebon.regis
4209805,SC,LBL,Leoberto Leal,leoberto.leal
4209854,SC,LDU,Lindóia do Sul,lindoia.sul
4209904,SC,LOS,Lontras,lontras
4210001,SC,LZV,Luiz Alves,luiz.alves
4210035,SC,,Luzerna,luzerna
4210050,SC,,Macieira,macieira
4210100,SC,MFA,Mafra,mafra
4210209,SC,MJG,Major Gercino,major.gercino
4210308,SC,MJV,Major Vieira,major.vieira
4210407,SC,MAJ,Maracajá,maracaja
4210506,SC,MVH,Maravilha,maravilha
4210555,SC,,Marema,marema
4210605,SC,MSB,Massaranduba,massaranduba
4210704,SC,MSC,Matos Costa,matos.costa
4210803,SC,MEI,Meleiro,meleiro
4210852,SC,,Mirim Doce,mirim.doce
4210902,SC,MDL,Modelo,modelo
4211009,SC,MOI,Mondaí,mondai
4211058,SC,,Monte Carlo,monte.carlo
4211108,SC,MOT,Monte Castelo,monte.castelo
4211207,SC,MFU,Morro da Fumaça,morro.fumaca
4211256,SC,,Morro Grande,morro.grande
4211306,SC,NVG,Navegantes,navegantes
4211405,SC,NEM,Nova Erechim,nova.erechim
4211454,SC,,Nova Itaberaba,nova.itaberaba
4211504,SC,NVT,Nova Trento,nova.trento
4211603,SC,NZA,Nova Veneza,nova.veneza
4211652,SC,,Novo Horizonte,novo.horizonte
4211702,SC,OLS,Orleans,orleans
4211751,SC,OTO,Otacílio Costa,otacilio.costa
4211801,SC,OUR,Ouro,ouro
4211850,SC,,Ouro Verde,ouro.verde
4211876,SC,,Paial,paial
4211892,SC,,Painel,painel
4211900,SC,PAC,Palhoça,palhoca
4212007,SC,PMX,Palma Sola,palma.sola
4212056,SC,,Palmeira,palmeira
4212106,SC,PLI,Palmitos,palmitos
4212205,SC,PPV,Papanduva,papanduva
4212239,SC,,Paraíso,paraiso
4212254,SC,,Passo de Torres,passo.torres
4212270,SC,,Passos Maia,passos.maia
4212304,SC,PUL,Paulo Lopes,paulo.lopes
4212403,SC,PGK,Pedras Grandes,pedras.grandes
4212502,SC,PEN,Penha,penha
4212601,SC,PBY,Peritiba,peritiba
4212650,SC,,Pescaria Brava,pescaria.brava
4212700,SC,PXT,Petrolândia,petrolandia
4212809,SC,PCX,Balneário Piçarras,balneario.picarras
4212908,SC,PZO,Pinhalzinho,pinhalzinho
4213005,SC,PHP,Pinheiro Preto,pinheiro.preto
4213104,SC,PYB,Piratuba,piratuba
4213153,SC,,Planalto Alegre,planalto.alegre
4213203,SC,POD,Pomerode,pomerode
4213302,SC,PEA,Ponte Alta,ponte.alta
4213351,SC,,Ponte Alta do Norte,ponte.alta.norte
4213401,SC,PSW,Ponte Serrada,ponte.serrada
4213500,SC,PEL,Porto Belo,porto.belo
4213609,SC,PUN,Porto União,porto.uniao
4213708,SC,PUO,Pouso Redondo,pouso.redondo
4213807,SC,PGD,Praia Grande,praia.grande
4213906,SC,PCC,Presidente Castello Branco,presidente.castello.branco
4214003,SC,PEU,Presidente Getúlio,presidente.getulio
4214102,SC,PSU,Presidente Nereu,presidente.nereu
4214151,SC,,Princesa,princesa
4214201,SC,QBO,Quilombo,quilombo
4214300,SC,RQO,Rancho Queimado,rancho.queimado
4214409,SC,RDT,Rio das Antas,rio.antas
4214508,SC,RCP,Rio do Campo,rio.campo
4214607,SC,RIO,Rio do Oeste,rio.oeste
4214706,SC,RCD,Rio dos Cedros,rio.cedros
4214805,SC,RSL,Rio do Sul,rio.sul
4214904,SC,ROF,Rio Fortuna,rio.fortuna
4215000,SC,RIN,Rio Negrinho,rio.negrinho
4215059,SC,,Rio Rufino,rio.rufino
4215075,SC,,Riqueza,riqueza
4215109,SC,ROD,Rodeio,rodeio
4215208,SC,RMD,Romelândia,romelandia
4215307,SC,SLW,Salete,salete
4215356,SC,,Saltinho,saltinho
4215406,SC,SVK,Salto Veloso,salto.veloso
4215455,SC,,Sangão,sangao
4215505,SC,SCC,Santa Cecília,santa.cecilia
4215554,SC,,Santa Helena,santa.helena
4215604,SC,SXY,Santa Rosa de Lima,santa.rosa.lima
4215653,SC,SEQ,Santa Rosa do Sul,santa.rosa.sul
4215679,SC,,Santa Terezinha,santa.terezinha
4215687,SC,,Santa Terezinha do Progresso,santa.terezinha.progresso
4215695,SC,,Santiago do Sul,santiago.sul
4215703,SC,SIZ,Santo Amaro da Imperatriz,santo.amaro.imperatriz
4215752,SC,,São Bernardino,sao.bernardino
4215802,SC,SBS,São Bento do Sul,sao.bento.sul
4215901,SC,SBF,São Bonifácio,sao.bonifacio
4216008,SC,SRL,São Carlos,sao.carlos
4216057,SC,,São Cristóvão do Sul,sao.cristovao.sul
4216107,SC,SDX,São Domingos,sao.domingos
4216206,SC,SFS,São Francisco do Sul,sao.francisco.sul
4216255,SC,,São João do Oeste,sao.joao.oeste
4216305,SC,SJS,São João Batista,sao.joao.batista
4216354,SC,,São João do Itaperiú,sao.joao.itaperiu
4216404,SC,SJL,São João do Sul,sao.joao.sul
4216503,SC,SJQ,São Joaquim,sao.joaquim
4216602,SC,SOO,São José,sao.jose
4216701,SC,SSC,São José do Cedro,sao.jose.cedro
4216800,SC,SJW,São José do Cerrito,sao.jose.cerrito
4216909,SC,SNX,São Lourenço do Oeste,sao.lourenco.oeste
4217006,SC,SGK,São Ludgero,sao.ludgero
4217105,SC,SRH,São Martinho,sao.martinho
4217154,SC,,São Miguel da Boa Vista,sao.miguel.boa.vista
4217204,SC,SGE,São Miguel do Oeste,sao.miguel.oeste
4217253,SC,,São Pedro de Alcântara,sao.pedro.alcantara
4217303,SC,SUS,Saudades,saudades
4217402,SC,SCH,Schroeder,schroeder
4217501,SC,SAR,Seara,seara
4217550,SC,SAQ,Serra Alta,serra.alta
4217600,SC,SIE,Siderópolis,sideropolis
4217709,SC,SMO,Sombrio,sombrio
4217758,SC,,Sul Brasil,sul.brasil
4217808,SC,TAO,Taió,taio
4217907,SC,TAN,Tangará,tangara
4217956,SC,,Tigrinhos,tigrinhos
4218004,SC,TIJ,Tijucas,tijucas
4218103,SC,TIL,Timbé do Sul,timbe.sul
4218202,SC,TIO,Timbó,timbo
4218251,SC,TOG,Timbó Grande,timbo.grande
4218301,SC,TSB,Três Barras,tres.barras
4218350,SC,,Treviso,treviso
4218400,SC,TZE,Treze de Maio,treze.maio
4218509,SC,TZS,Treze Tílias,treze.tilias
4300901,RS,ARB,Aratiba,aratiba
4218608,SC,TBC,Trombudo Central,trombudo.central
4218707,SC,TRO,Tubarão,tubarao
4218756,SC,TNA,Tunápolis,tunapolis
4218806,SC,TVO,Turvo,turvo
4218855,SC,UOE,União do Oeste,uniao.oeste
4218905,SC,UUI,Urubici,urubici
4218954,SC,URP,Urupema,urupema
4219002,SC,UUG,Urussanga,urussanga
4219101,SC,VGO,Vargeão,vargeao
4219150,SC,,Vargem,vargem
4219176,SC,,Vargem Bonita,vargem.bonita
4219200,SC,VRM,Vidal Ramos,vidal.ramos
4219309,SC,VII,Videira,videira
4219358,SC,VTM,Vitor Meireles,vitor.meireles
4219408,SC,WUM,Witmarsum,witmarsum
4219507,SC,XXE,Xanxerê,xanxere
4219606,SC,XVA,Xavantina,xavantina
4219705,SC,XXM,Xaxim,xaxim
4219853,SC,ZTA,Zortéa,zortea
4220000,SC,,Balneário Rincão,balneario.rincao
4300034,RS,,Aceguá,acegua
4300059,RS,AHS,Água Santa,agua.santa
4300109,RS,AUD,Agudo,agudo
4300208,RS,,Ajuricaba,ajuricaba
4300307,RS,AEM,Alecrim,alecrim
4300406,RS,ALG,Alegrete,alegrete
4300455,RS,AGQ,Alegria,alegria
4300471,RS,,Almirante Tamandaré do Sul,almirante.tamandare.sul
4300505,RS,ASR,Alpestre,alpestre
4300554,RS,AAY,Alto Alegre,alto.alegre
4300570,RS,,Alto Feliz,alto.feliz
4300604,RS,AVA,Alvorada,alvorada
4300638,RS,AFD,Amaral Ferrador,amaral.ferrador
4300646,RS,,Ametista do Sul,ametista.sul
4300661,RS,ADH,André da Rocha,andre.rocha
4300703,RS,ATY,Anta Gorda,anta.gorda
4300802,RS,AOD,Antônio Prado,antonio.prado
4300851,RS,,Arambaré,arambare
4300877,RS,,Araricá,ararica
4301008,RS,AOI,Arroio do Meio,arroio.meio
4301057,RS,AKS,Arroio do Sal,arroio.sal
4301073,RS,,Arroio do Padre,arroio.padre
4301107,RS,ADR,Arroio dos Ratos,arroio.ratos
4301206,RS,AOT,Arroio do Tigre,arroio.tigre
4301305,RS,AOG,Arroio Grande,arroio.grande
4301404,RS,AVZ,Arvorezinha,arvorezinha
4301503,RS,ASP,Augusto Pestana,augusto.pestana
4301552,RS,AUW,Áurea,aurea
4301602,RS,BGE,Bagé,bage
4301636,RS,,Balneário Pinhal,balneario.pinhal
4301651,RS,BRB,Barão,barao
4301701,RS,BCG,Barão de Cotegipe,barao.cotegipe
4301750,RS,,Barão do Triunfo,barao.triunfo
4301800,RS,BCO,Barracão,barracao
4301859,RS,,Barra do Guarita,barra.guarita
4301875,RS,,Barra do Quaraí,barra.quarai
4301909,RS,BRO,Barra do Ribeiro,barra.ribeiro
4301925,RS,,Barra do Rio Azul,barra.rio.azul
4301958,RS,,Barra Funda,barra.funda
4302006,RS,BSL,Barros Cassal,barros.cassal
4302055,RS,,Benjamin Constant do Sul,benjamin.constant.sul
4302105,RS,BGV,Bento Gonçalves,bento.goncalves
4302154,RS,,Boa Vista das Missões,boa.vista.missoes
4302204,RS,BTB,Boa Vista do Buricá,boa.vista.burica
4302220,RS,,Boa Vista do Cadeado,boa.vista.cadeado
4302238,RS,,Boa Vista do Incra,boa.vista.incra
4302253,RS,,Boa Vista do Sul,boa.vista.sul
4302303,RS,BMJ,Bom Jesus,bom.jesus
4302352,RS,BPR,Bom Princípio,bom.principio
4302378,RS,,Bom Progresso,bom.progresso
4302402,RS,BRL,Bom Retiro do Sul,bom.retiro.sul
4302451,RS,BQL,Boqueirão do Leão,boqueirao.leao
4302501,RS,BSR,Bossoroca,bossoroca
4302584,RS,,Bozano,bozano
4302600,RS,BRX,Braga,braga
4302659,RS,BMT,Brochier,brochier
4302709,RS,BUA,Butiá,butia
4302808,RS,CPU,Caçapava do Sul,cacapava.sul
4302907,RS,CQI,Cacequi,cacequi
4303004,RS,CCR,Cachoeira do Sul,cachoeira.sul
4303103,RS,CHN,Cachoeirinha,cachoeirinha
4303202,RS,CQD,Cacique Doble,cacique.doble
4303301,RS,CXI,Caibaté,caibate
4303400,RS,CYC,Caiçara,caicara
4303509,RS,CAM,Camaquã,camaqua
4303558,RS,CGQ,Camargo,camargo
4303608,RS,CLW,Cambará do Sul,cambara.sul
4303673,RS,,Campestre da Serra,campestre.serra
4303707,RS,CYI,Campina das Missões,campina.missoes
4303806,RS,CPY,Campinas do Sul,campinas.sul
4303905,RS,CBM,Campo Bom,campo.bom
4304002,RS,CMV,Campo Novo,campo.novo
4304101,RS,CBG,Campos Borges,campos.borges
4304200,RS,CND,Candelária,candelaria
